#Vehicle Trip Report,,,,,,,,,,,,,,
DL1 LAF 4401,5,46,DC46,9/5/2023 15:12,9/5/2023 15:58,DC46,10/5/2023 8:45,10/5/2023 8:46,87.23,16hr 47min,03hr 12min,00hr 0min,13hr 34min,Route Link
DL1 LAF 4401,6,46,DC46,10/5/2023 8:46,10/5/2023 10:37,DC52,10/5/2023 13:20,10/5/2023 13:21,15.45,02hr 43min,00hr 48min,00hr 1min,01hr 54min,Route Link
DL1 LAF 4401,7,46,DC52,10/5/2023 13:20,10/5/2023 13:21,DC46,10/5/2023 14:49,10/5/2023 16:28,16.28,01hr 28min,00hr 38min,01hr 39min,00hr 50min,Route Link
DL1 LAF 4401,8,46,DC46,10/5/2023 14:49,10/5/2023 16:28,DC46,10/5/2023 20:37,10/5/2023 20:47,33.11,04hr 8min,01hr 40min,00hr 10min,02hr 27min,Route Link
DL1 LAF 4401,9,46,DC46,10/5/2023 20:37,10/5/2023 20:47,DC46,11/5/2023 8:47,11/5/2023 10:32,32.07,11hr 59min,00hr 59min,01hr 45min,11hr 0min,Route Link
DL1 LAF 4401,10,46,DC46,11/5/2023 8:47,11/5/2023 10:32,DC46,11/5/2023 16:11,11/5/2023 17:08,36.66,05hr 38min,01hr 51min,00hr 56min,03hr 47min,Route Link
DL1 LAF 4401,11,46,DC46,11/5/2023 16:11,11/5/2023 17:08,DC46,11/5/2023 18:54,11/5/2023 18:55,12.94,01hr 46min,00hr 42min,00hr 0min,01hr 4min,Route Link
DL1 LAF 4401,12,46,DC46,11/5/2023 18:54,11/5/2023 18:55,DC52,11/5/2023 19:08,11/5/2023 19:15,6.26,00hr 13min,00hr 12min,00hr 7min,00hr 1min,Route Link
DL1 LAF 4401,13,46,DC52,11/5/2023 19:08,11/5/2023 19:15,DC46,12/5/2023 10:46,12/5/2023 11:00,25.92,15hr 30min,00hr 51min,00hr 14min,14hr 38min,Route Link
DL1 LAF 4401,14,46,DC46,12/5/2023 10:46,12/5/2023 11:00,DC52,12/5/2023 11:43,12/5/2023 11:44,9.36,00hr 42min,00hr 25min,00hr 0min,00hr 17min,Route Link
DL1 LAF 4401,15,46,DC52,12/5/2023 11:43,12/5/2023 11:44,DC46,12/5/2023 16:27,12/5/2023 17:03,21.52,04hr 43min,01hr 7min,00hr 35min,03hr 35min,Route Link
DL1 LAF 4401,16,46,DC46,12/5/2023 16:27,12/5/2023 17:03,DC52,12/5/2023 17:21,12/5/2023 17:22,6.32,00hr 18min,00hr 12min,00hr 1min,00hr 6min,Route Link
DL1 LAF 4401,17,46,DC52,12/5/2023 17:21,12/5/2023 17:22,DC52,13/05/2023 08:32 AM,13/05/2023 08:33 AM,82.79,15hr 10min,02hr 47min,00hr 0min,12hr 22min,Route Link
DL1 LAF 4401,18,46,DC52,13/05/2023 08:32 AM,13/05/2023 08:33 AM,DC46,13/05/2023 08:42 AM,13/05/2023 11:40 AM,4.96,00hr 9min,00hr 8min,02hr 57min,00hr 1min,Route Link
DL1 LAF 4401,19,46,DC46,13/05/2023 08:42 AM,13/05/2023 11:40 AM,DC52,13/05/2023 01:18 PM,13/05/2023 01:19 PM,12.2,01hr 38min,00hr 38min,00hr 0min,00hr 59min,Route Link
DL1 LAF 4401,20,46,DC52,13/05/2023 01:18 PM,13/05/2023 01:19 PM,DC46,13/05/2023 02:39 PM,13/05/2023 03:43 PM,12.71,01hr 19min,00hr 35min,01hr 4min,00hr 44min,Route Link
DL1 LAF 4401,21,46,DC46,13/05/2023 03:44 PM,13/05/2023 05:00 PM,DC52,13/05/2023 05:23 PM,13/05/2023 05:24 PM,6.45,00hr 23min,00hr 13min,00hr 1min,00hr 10min,Route Link
DL1 LAF 4401,22,46,DC52,13/05/2023 05:23 PM,13/05/2023 05:24 PM,DC52,14/05/2023 08:48 AM,14/05/2023 08:48 AM,66.11,15hr 23min,02hr 13min,00hr 0min,13hr 10min,Route Link
DL1 LAF 4401,23,46,DC52,14/05/2023 08:48 AM,14/05/2023 08:48 AM,DC46,14/05/2023 08:56 AM,14/05/2023 08:56 AM,4.71,00hr 7min,00hr 7min,00hr 0min,00hr 0min,Route Link
DL1 LAF 4401,24,46,DC46,14/05/2023 08:57 AM,14/05/2023 10:04 AM,DC46,14/05/2023 12:31 PM,14/05/2023 01:57 PM,28.93,02hr 26min,01hr 11min,01hr 26min,01hr 15min,Route Link
DL1 LAF 4401,25,46,DC46,14/05/2023 12:31 PM,14/05/2023 01:57 PM,DC52,14/05/2023 02:08 PM,14/05/2023 02:10 PM,6.36,00hr 11min,00hr 10min,00hr 2min,00hr 0min,Route Link
DL1 LAF 9791,1,,DC46,8/5/2023 9:08,8/5/2023 13:30,DC46,9/5/2023 8:31,9/5/2023 10:57,74.25,19hr 0min,02hr 38min,02hr 26min,16hr 21min,Route Link
DL1 LAF 9791,2,,DC46,9/5/2023 8:31,9/5/2023 10:57,DC52,9/5/2023 11:18,9/5/2023 11:20,6.26,00hr 20min,00hr 17min,00hr 1min,00hr 3min,Route Link
DL1 LAF 9791,3,,DC52,9/5/2023 11:18,9/5/2023 11:20,DC46,10/5/2023 8:33,10/5/2023 11:01,93.55,21hr 13min,03hr 1min,02hr 27min,18hr 12min,Route Link
DL1 LAF 9791,4,,DC46,10/5/2023 8:33,10/5/2023 11:01,DC46,10/5/2023 11:01,10/5/2023 11:02,0.23,00hr 0min,00hr 0min,00hr 1min,00hr 0min,Route Link
DL1 LAF 9791,5,,DC46,10/5/2023 11:01,10/5/2023 11:02,DC52,10/5/2023 20:50,10/5/2023 20:50,137.5,09hr 47min,04hr 49min,00hr 0min,04hr 58min,Route Link
DL1 LAF 9791,6,,DC52,10/5/2023 20:50,10/5/2023 20:50,DC46,11/5/2023 8:49,11/5/2023 12:08,5.88,11hr 58min,00hr 20min,03hr 18min,11hr 38min,Route Link
DL1 LAF 9791,7,,DC46,11/5/2023 8:49,11/5/2023 12:08,DC52,11/5/2023 22:30,11/5/2023 22:31,130.24,10hr 22min,04hr 12min,00hr 0min,06hr 10min,Route Link
DL1 LAF 9791,8,,DC52,11/5/2023 22:30,11/5/2023 22:31,DC46,12/5/2023 8:29,12/5/2023 12:39,5.73,09hr 57min,00hr 15min,04hr 9min,09hr 42min,Route Link
DL1 LAF 9791,9,,DC46,12/5/2023 8:29,12/5/2023 12:39,DC46,13/05/2023 08:44 AM,13/05/2023 11:07 AM,140.5,20hr 5min,04hr 30min,02hr 22min,15hr 34min,Route Link
DL1 LAF 9791,10,,DC46,13/05/2023 08:44 AM,13/05/2023 11:07 AM,DC46,13/05/2023 11:19 AM,13/05/2023 11:24 AM,2.86,00hr 12min,00hr 10min,00hr 5min,00hr 1min,Route Link
DL1 LAF 9791,11,,DC46,13/05/2023 11:19 AM,13/05/2023 11:24 AM,DC46,14/05/2023 09:02 AM,14/05/2023 12:30 PM,137.05,21hr 37min,04hr 28min,03hr 27min,17hr 8min,Route Link
DL1 LAF 9989,1,46,DC46,7/5/2023 19:52,8/5/2023 9:41,DC46,8/5/2023 9:47,8/5/2023 9:48,0.67,00hr 5min,00hr 1min,00hr 1min,00hr 3min,Route Link
DL1 LAF 9989,2,46,DC46,8/5/2023 9:47,8/5/2023 9:48,DC46,8/5/2023 9:49,8/5/2023 9:52,0.16,00hr 0min,00hr 0min,00hr 3min,00hr 0min,Route Link
DL1 LAF 9989,3,46,DC46,8/5/2023 9:49,8/5/2023 9:52,DC46,8/5/2023 10:35,8/5/2023 10:36,0.55,00hr 43min,00hr 1min,00hr 0min,00hr 41min,Route Link
DL1 LAF 9989,4,46,DC46,8/5/2023 10:37,8/5/2023 11:00,DC46,8/5/2023 14:53,8/5/2023 16:48,31.28,03hr 53min,01hr 36min,01hr 54min,02hr 17min,Route Link
DL1 LAF 9989,5,46,DC46,8/5/2023 14:53,8/5/2023 16:48,DC46,8/5/2023 16:59,9/5/2023 10:22,0.95,00hr 10min,00hr 3min,17hr 23min,00hr 7min,Route Link
DL1 LAF 9989,6,46,DC46,8/5/2023 16:59,9/5/2023 10:22,DC46,9/5/2023 10:51,9/5/2023 10:55,0.52,00hr 28min,00hr 2min,00hr 4min,00hr 26min,Route Link
DL1 LAF 9989,7,46,DC46,9/5/2023 10:55,9/5/2023 10:56,DC46,9/5/2023 14:55,9/5/2023 14:55,41.4,03hr 58min,01hr 44min,00hr 0min,02hr 13min,Route Link
DL1 LAF 9989,8,46,DC46,9/5/2023 14:56,9/5/2023 15:48,DC46,9/5/2023 15:48,9/5/2023 15:49,0.23,00hr 0min,00hr 0min,00hr 0min,00hr 0min,Route Link
DL1 LAF 9989,9,46,DC46,9/5/2023 15:48,9/5/2023 15:49,DC46,9/5/2023 19:15,10/5/2023 9:21,22.42,03hr 26min,01hr 19min,14hr 5min,02hr 6min,Route Link
DL1 LAF 9989,10,46,DC46,9/5/2023 19:15,10/5/2023 9:21,DC46,10/5/2023 9:22,10/5/2023 9:22,0.26,00hr 0min,00hr 0min,00hr 0min,00hr 0min,Route Link
DL1 LAF 9989,11,46,DC46,10/5/2023 9:22,10/5/2023 9:22,DC46,10/5/2023 11:34,10/5/2023 11:35,10.85,02hr 11min,00hr 45min,00hr 0min,01hr 26min,Route Link
DL1 LAF 9989,12,46,DC46,10/5/2023 11:35,10/5/2023 15:28,DC46,10/5/2023 15:29,10/5/2023 15:30,0.18,00hr 0min,00hr 0min,00hr 1min,00hr 0min,Route Link
DL1 LAF 9989,13,46,DC46,10/5/2023 15:29,10/5/2023 15:30,DC46,10/5/2023 17:59,11/5/2023 11:04,24.29,02hr 29min,01hr 12min,17hr 4min,01hr 16min,Route Link
DL1 LAF 9989,14,46,DC46,10/5/2023 17:59,11/5/2023 11:04,DC46,11/5/2023 11:13,11/5/2023 11:25,0.36,00hr 9min,00hr 0min,00hr 11min,00hr 9min,Route Link
DL1 LAF 9989,15,46,DC46,11/5/2023 11:13,11/5/2023 11:25,DC46,11/5/2023 11:25,11/5/2023 11:26,0.25,00hr 0min,00hr 0min,00hr 0min,00hr 0min,Route Link
DL1 LAF 9989,16,46,DC46,11/5/2023 11:25,11/5/2023 11:26,DC46,11/5/2023 13:41,11/5/2023 13:42,20.37,02hr 15min,00hr 54min,00hr 0min,01hr 20min,Route Link
DL1 LAF 9989,17,46,DC46,11/5/2023 13:42,12/5/2023 9:41,DC46,12/5/2023 9:42,12/5/2023 9:42,0.18,00hr 0min,00hr 0min,00hr 0min,00hr 0min,Route Link
DL1 LAF 9989,18,46,DC46,12/5/2023 9:42,12/5/2023 9:42,DC46,12/5/2023 13:43,12/5/2023 13:44,22.88,04hr 0min,01hr 8min,00hr 0min,02hr 52min,Route Link
DL1 LAF 9989,19,46,DC46,12/5/2023 13:51,12/5/2023 17:47,DC46,12/5/2023 18:42,13/05/2023 08:58 AM,5.13,00hr 54min,00hr 24min,14hr 16min,00hr 30min,Route Link
DL1 LAF 9989,20,46,DC46,12/5/2023 18:42,13/05/2023 08:58 AM,DC46,13/05/2023 09:04 AM,13/05/2023 09:36 AM,0.36,00hr 5min,00hr 1min,00hr 31min,00hr 4min,Route Link
DL1 LAF 9989,21,46,DC46,13/05/2023 09:04 AM,13/05/2023 09:36 AM,DC46,13/05/2023 11:08 AM,13/05/2023 01:38 PM,5.83,01hr 32min,00hr 26min,02hr 29min,01hr 6min,Route Link
DL1 LAF 9989,22,46,DC46,13/05/2023 11:08 AM,13/05/2023 01:38 PM,DC52,13/05/2023 03:09 PM,13/05/2023 03:10 PM,9.03,01hr 31min,00hr 29min,00hr 0min,01hr 1min,Route Link
DL1 LAF 9989,23,46,DC52,13/05/2023 03:09 PM,13/05/2023 03:10 PM,DC46,13/05/2023 05:14 PM,13/05/2023 05:16 PM,9.95,02hr 4min,00hr 38min,00hr 1min,01hr 25min,Route Link
DL1 LAF 9989,24,46,DC46,14/05/2023 09:22 AM,14/05/2023 09:22 AM,DC46,14/05/2023 11:55 AM,14/05/2023 11:55 AM,22.01,02hr 32min,00hr 50min,00hr 0min,01hr 41min,Route Link
DL1 LAF 9989,25,46,DC46,14/05/2023 11:55 AM,14/05/2023 02:24 PM,DC46,14/05/2023 04:27 PM,14/05/2023 04:28 PM,10.13,02hr 3min,00hr 43min,00hr 1min,01hr 19min,Route Link
DL1 LR 2806,1,46,DC46,7/5/2023 18:49,8/5/2023 8:48,DC46,8/5/2023 8:55,8/5/2023 9:13,0.72,00hr 7min,00hr 1min,00hr 17min,00hr 5min,Route Link
DL1 LR 2806,2,46,DC46,8/5/2023 9:13,8/5/2023 9:15,DC46,8/5/2023 11:22,8/5/2023 11:22,9.19,02hr 7min,00hr 20min,00hr 0min,01hr 46min,Route Link
DL1 LR 2806,3,46,DC46,8/5/2023 11:22,8/5/2023 14:04,DC46,8/5/2023 18:55,8/5/2023 18:56,11.19,04hr 51min,00hr 27min,00hr 0min,04hr 24min,Route Link
DL1 LR 2806,4,46,DC46,8/5/2023 18:56,9/5/2023 9:21,DC46,9/5/2023 9:31,9/5/2023 9:42,0.67,00hr 10min,00hr 1min,00hr 10min,00hr 8min,Route Link
DL1 LR 2806,5,46,DC46,9/5/2023 9:42,9/5/2023 9:45,DC46,9/5/2023 15:04,9/5/2023 15:10,27.24,05hr 18min,01hr 0min,00hr 5min,04hr 17min,Route Link
DL1 LR 2806,6,46,DC46,9/5/2023 15:04,9/5/2023 15:10,DC46,9/5/2023 15:58,9/5/2023 18:56,0.13,00hr 48min,00hr 0min,02hr 57min,00hr 47min,Route Link
DL1 LR 2806,7,46,DC46,9/5/2023 15:58,9/5/2023 18:56,DC52,9/5/2023 19:13,9/5/2023 19:14,2.43,00hr 17min,00hr 5min,00hr 0min,00hr 12min,Route Link
DL1 LR 2806,8,46,DC52,9/5/2023 19:13,9/5/2023 19:14,DC52,9/5/2023 20:53,9/5/2023 20:53,1.88,01hr 38min,00hr 3min,00hr 0min,01hr 34min,Route Link
DL1 LR 2806,9,46,DC52,9/5/2023 20:53,9/5/2023 20:53,DC46,9/5/2023 21:58,10/5/2023 11:29,11.42,01hr 4min,00hr 23min,13hr 31min,00hr 41min,Route Link
DL1 LR 2806,10,46,DC46,9/5/2023 21:58,10/5/2023 11:29,DC46,10/5/2023 12:03,10/5/2023 12:09,0.16,00hr 33min,00hr 0min,00hr 6min,00hr 33min,Route Link
DL1 LR 2806,11,46,DC46,10/5/2023 12:03,10/5/2023 12:09,DC46,10/5/2023 16:49,10/5/2023 16:50,16.5,04hr 39min,00hr 38min,00hr 0min,04hr 0min,Route Link
DL1 LR 2806,12,46,DC46,10/5/2023 16:49,10/5/2023 16:50,DC46,10/5/2023 17:24,11/5/2023 9:06,0.25,00hr 34min,00hr 0min,15hr 41min,00hr 33min,Route Link
DL1 LR 2806,13,46,DC46,10/5/2023 17:24,11/5/2023 9:06,DC46,11/5/2023 9:12,11/5/2023 9:13,0.64,00hr 6min,00hr 1min,00hr 1min,00hr 4min,Route Link
DL1 LR 2806,14,46,DC46,11/5/2023 9:12,11/5/2023 9:13,DC46,11/5/2023 11:05,11/5/2023 11:06,3.98,01hr 52min,00hr 11min,00hr 0min,01hr 40min,Route Link
DL1 LR 2806,15,46,DC46,11/5/2023 15:46,11/5/2023 15:47,DC46,11/5/2023 17:47,12/5/2023 9:35,10.9,02hr 0min,00hr 25min,15hr 47min,01hr 35min,Route Link
DL1 LR 2806,16,46,DC46,11/5/2023 17:47,12/5/2023 9:35,DC46,12/5/2023 10:50,12/5/2023 14:18,1.36,01hr 15min,00hr 3min,03hr 28min,01hr 11min,Route Link
DL1 LR 2806,17,46,DC46,12/5/2023 14:18,12/5/2023 14:19,DC46,12/5/2023 17:44,13/05/2023 08:57 AM,15.9,03hr 24min,00hr 36min,15hr 12min,02hr 48min,Route Link
DL1 LR 2806,18,46,DC46,12/5/2023 17:44,13/05/2023 08:57 AM,DC46,13/05/2023 09:02 AM,13/05/2023 09:04 AM,0.59,00hr 5min,00hr 1min,00hr 1min,00hr 3min,Route Link
DL1 LR 2806,19,46,DC46,13/05/2023 09:02 AM,13/05/2023 09:04 AM,DC46,13/05/2023 11:56 AM,13/05/2023 01:44 PM,7.59,02hr 52min,00hr 18min,01hr 47min,02hr 33min,Route Link
DL1 LR 2806,20,46,DC46,13/05/2023 11:56 AM,13/05/2023 01:44 PM,DC46,13/05/2023 04:22 PM,13/05/2023 04:22 PM,14.26,02hr 38min,00hr 31min,00hr 0min,02hr 6min,Route Link
DL1 LR 2806,21,46,DC46,13/05/2023 04:22 PM,14/05/2023 09:28 AM,DC46,14/05/2023 11:38 AM,14/05/2023 02:52 PM,13.6,02hr 10min,00hr 30min,03hr 13min,01hr 39min,Route Link
DL1 LR 2806,22,46,DC46,14/05/2023 11:38 AM,14/05/2023 02:52 PM,DC46,14/05/2023 05:52 PM,15/05/2023 10:18 AM,22.98,03hr 0min,00hr 48min,16hr 25min,02hr 11min,Route Link
DL1 LR 9912,1,46,DC46,8/5/2023 7:33,8/5/2023 10:23,DC46,8/5/2023 10:30,8/5/2023 10:32,0.5,00hr 7min,00hr 1min,00hr 2min,00hr 5min,Route Link
DL1 LR 9912,2,46,DC46,8/5/2023 10:30,8/5/2023 10:32,DC46,8/5/2023 14:07,8/5/2023 14:08,39.85,03hr 34min,01hr 24min,00hr 1min,02hr 10min,Route Link
DL1 LR 9912,3,46,DC46,8/5/2023 14:07,8/5/2023 14:08,DC46,8/5/2023 14:18,8/5/2023 15:13,0.55,00hr 10min,00hr 2min,00hr 55min,00hr 7min,Route Link
DL1 LR 9912,4,46,DC46,8/5/2023 14:18,8/5/2023 15:13,DC46,8/5/2023 15:14,8/5/2023 15:14,0.21,00hr 0min,00hr 0min,00hr 0min,00hr 0min,Route Link
DL1 LR 9912,5,46,DC46,8/5/2023 15:14,8/5/2023 15:14,DC46,8/5/2023 18:09,8/5/2023 18:09,44.47,02hr 54min,01hr 39min,00hr 0min,01hr 15min,Route Link
DL1 LR 9912,6,46,DC46,8/5/2023 18:10,8/5/2023 18:51,DC46,8/5/2023 18:57,8/5/2023 19:01,0.52,00hr 5min,00hr 2min,00hr 3min,00hr 3min,Route Link
DL1 LR 9912,7,46,DC46,8/5/2023 18:57,8/5/2023 19:01,DC46,8/5/2023 19:06,8/5/2023 19:07,0.28,00hr 5min,00hr 1min,00hr 0min,00hr 4min,Route Link
DL1 LR 9912,8,46,DC46,8/5/2023 19:07,8/5/2023 19:17,DC46,8/5/2023 22:32,9/5/2023 10:25,77.33,03hr 14min,02hr 2min,11hr 52min,01hr 11min,Route Link
DL1 LR 9912,9,46,DC46,8/5/2023 22:32,9/5/2023 10:25,DC46,9/5/2023 10:38,9/5/2023 10:39,1.01,00hr 13min,00hr 3min,00hr 1min,00hr 10min,Route Link
DL1 LR 9912,10,46,DC46,9/5/2023 10:41,9/5/2023 10:41,DC46,9/5/2023 15:47,10/5/2023 9:11,93.61,05hr 5min,03hr 1min,17hr 24min,02hr 4min,Route Link
DL1 LR 9912,11,46,DC46,9/5/2023 15:47,10/5/2023 9:11,DC46,10/5/2023 12:09,10/5/2023 13:44,34.34,02hr 58min,01hr 20min,01hr 35min,01hr 38min,Route Link
DL1 LR 9912,12,46,DC46,10/5/2023 12:09,10/5/2023 13:44,DC52,11/5/2023 7:03,11/5/2023 7:04,20.64,17hr 19min,00hr 47min,00hr 0min,16hr 31min,Route Link
DL1 LR 9912,13,46,DC52,11/5/2023 7:03,11/5/2023 7:04,DC46,11/5/2023 7:12,11/5/2023 9:15,3.65,00hr 8min,00hr 8min,02hr 2min,00hr 0min,Route Link
DL1 LR 9912,14,46,DC46,11/5/2023 7:12,11/5/2023 9:15,DC46,11/5/2023 9:15,11/5/2023 9:16,0.27,00hr 0min,00hr 0min,00hr 0min,00hr 0min,Route Link
DL1 LR 9912,15,46,DC46,11/5/2023 9:15,11/5/2023 9:16,DC46,11/5/2023 11:21,11/5/2023 12:22,29.43,02hr 5min,01hr 7min,01hr 0min,00hr 58min,Route Link
DL1 LR 9912,16,46,DC46,11/5/2023 11:21,11/5/2023 12:22,DC46,12/5/2023 7:28,12/5/2023 7:46,86.11,19hr 6min,02hr 33min,00hr 17min,16hr 33min,Route Link
DL1 LR 9912,17,46,DC46,12/5/2023 7:28,12/5/2023 7:46,DC46,12/5/2023 7:52,12/5/2023 8:24,0.78,00hr 5min,00hr 2min,00hr 32min,00hr 3min,Route Link
DL1 LR 9912,18,46,DC46,12/5/2023 7:52,12/5/2023 8:24,DC46,12/5/2023 9:50,12/5/2023 12:31,21.86,01hr 25min,01hr 0min,02hr 41min,00hr 24min,Route Link
DL1 LR 9912,19,46,DC46,12/5/2023 9:50,12/5/2023 12:31,DC46,12/5/2023 12:32,12/5/2023 12:36,0.19,00hr 0min,00hr 0min,00hr 4min,00hr 0min,Route Link
DL1 LR 9912,20,46,DC46,12/5/2023 12:32,12/5/2023 12:36,DC46,13/05/2023 07:24 AM,13/05/2023 10:26 AM,81.6,18hr 48min,02hr 28min,03hr 1min,16hr 19min,Route Link
DL1 LR 9912,21,46,DC46,13/05/2023 07:24 AM,13/05/2023 10:26 AM,DC46,13/05/2023 10:39 AM,13/05/2023 10:41 AM,0.83,00hr 13min,00hr 2min,00hr 1min,00hr 11min,Route Link
DL1 LR 9912,22,46,DC46,13/05/2023 10:39 AM,13/05/2023 10:41 AM,DC46,13/05/2023 11:23 AM,13/05/2023 12:22 PM,2.5,00hr 42min,00hr 12min,00hr 59min,00hr 29min,Route Link
DL1 LR 9912,23,46,DC46,13/05/2023 11:23 AM,13/05/2023 12:22 PM,DC46,13/05/2023 12:23 PM,13/05/2023 12:23 PM,0.25,00hr 0min,00hr 0min,00hr 0min,00hr 0min,Route Link
DL1 LR 9912,24,46,DC46,13/05/2023 12:23 PM,13/05/2023 12:23 PM,DC46,14/05/2023 07:07 AM,14/05/2023 08:46 AM,57.39,18hr 44min,02hr 7min,01hr 38min,16hr 37min,Route Link
DL1 LS 8296,1,46,DC46,7/5/2023 20:13,8/5/2023 10:25,DC46,8/5/2023 10:35,8/5/2023 11:35,0.9,00hr 10min,00hr 2min,01hr 0min,00hr 7min,Route Link
