#Vehicle Trip Report,,,,,,,,,,,,,,
DL1 LS 8296,2,46,DC46,8/5/2023 10:35,8/5/2023 11:35,DC46,8/5/2023 13:34,8/5/2023 14:15,8.86,01hr 58min,00hr 29min,00hr 40min,01hr 29min,Route Link
DL1 LS 8296,3,46,DC46,8/5/2023 13:34,8/5/2023 14:15,DC46,8/5/2023 20:16,9/5/2023 10:10,102.58,06hr 0min,03hr 10min,13hr 53min,02hr 50min,Route Link
DL1 LS 8296,4,46,DC46,8/5/2023 20:16,9/5/2023 10:10,DC46,9/5/2023 10:23,9/5/2023 12:17,0.86,00hr 13min,00hr 2min,01hr 54min,00hr 11min,Route Link
DL1 LS 8296,5,46,DC46,9/5/2023 10:23,9/5/2023 12:17,DC46,9/5/2023 12:18,9/5/2023 12:27,0.18,00hr 0min,00hr 0min,00hr 9min,00hr 0min,Route Link
DL1 LS 8296,6,46,DC46,9/5/2023 12:18,9/5/2023 12:27,DC46,9/5/2023 19:06,9/5/2023 19:06,63.96,06hr 38min,02hr 15min,00hr 0min,04hr 23min,Route Link
DL1 LS 8296,7,46,DC46,9/5/2023 19:06,9/5/2023 19:06,DC46,9/5/2023 19:31,9/5/2023 19:56,3.01,00hr 24min,00hr 11min,00hr 25min,00hr 13min,Route Link
DL1 LS 8296,8,46,DC46,9/5/2023 19:57,10/5/2023 10:48,DC46,10/5/2023 10:56,10/5/2023 11:06,0.81,00hr 7min,00hr 2min,00hr 9min,00hr 5min,Route Link
DL1 LS 8296,9,46,DC46,10/5/2023 10:56,10/5/2023 11:06,DC46,10/5/2023 18:23,10/5/2023 18:24,121.37,07hr 16min,04hr 11min,00hr 1min,03hr 5min,Route Link
DL1 LS 8296,10,46,DC46,10/5/2023 19:16,10/5/2023 19:19,DC46,10/5/2023 19:39,10/5/2023 19:51,0.4,00hr 19min,00hr 1min,00hr 11min,00hr 18min,Route Link
DL1 LS 8296,11,46,DC46,10/5/2023 19:39,10/5/2023 19:51,DC46,10/5/2023 20:00,12/5/2023 11:30,0.51,00hr 9min,00hr 1min,39hr 30min,00hr 7min,Route Link
DL1 LS 8296,12,46,DC46,10/5/2023 20:00,12/5/2023 11:30,DC46,12/5/2023 11:51,12/5/2023 12:07,0.82,00hr 20min,00hr 2min,00hr 16min,00hr 18min,Route Link
DL1 LS 8296,13,46,DC46,12/5/2023 11:51,12/5/2023 12:07,DC46,12/5/2023 14:53,12/5/2023 14:53,39.68,02hr 45min,01hr 30min,00hr 0min,01hr 15min,Route Link
DL1 LS 8296,14,46,DC46,12/5/2023 14:54,12/5/2023 18:26,DC46,12/5/2023 18:37,12/5/2023 18:53,1.35,00hr 10min,00hr 6min,00hr 16min,00hr 4min,Route Link
DL1 LS 8296,15,46,DC46,12/5/2023 18:37,12/5/2023 18:53,DC46,12/5/2023 19:02,12/5/2023 19:03,0.81,00hr 8min,00hr 2min,00hr 1min,00hr 6min,Route Link
DL1 LS 8296,16,46,DC46,12/5/2023 19:02,12/5/2023 19:03,DC46,12/5/2023 19:05,12/5/2023 19:05,0.34,00hr 1min,00hr 1min,00hr 0min,00hr 0min,Route Link
DL1 LS 8296,17,46,DC46,12/5/2023 19:05,12/5/2023 19:05,DC46,12/5/2023 20:27,12/5/2023 20:28,21.45,01hr 21min,00hr 46min,00hr 0min,00hr 35min,Route Link
DL1 LS 8296,18,46,DC46,12/5/2023 20:28,13/05/2023 10:22 AM,DC46,13/05/2023 10:36 AM,13/05/2023 11:30 AM,0.77,00hr 13min,00hr 2min,00hr 54min,00hr 11min,Route Link
DL1 LS 8296,19,46,DC46,13/05/2023 10:36 AM,13/05/2023 11:30 AM,DC46,13/05/2023 01:47 PM,13/05/2023 01:47 PM,15.47,02hr 16min,00hr 58min,00hr 0min,01hr 18min,Route Link
DL1 LS 8296,20,46,DC46,13/05/2023 01:47 PM,13/05/2023 01:47 PM,DC46,13/05/2023 01:48 PM,13/05/2023 02:41 PM,0.11,00hr 0min,00hr 0min,00hr 53min,00hr 0min,Route Link
DL1 LS 8296,21,46,DC46,13/05/2023 01:48 PM,13/05/2023 02:41 PM,DC46,13/05/2023 05:34 PM,13/05/2023 05:36 PM,41.2,02hr 52min,01hr 44min,00hr 2min,01hr 8min,Route Link
DL1 LS 8296,22,46,DC46,13/05/2023 05:34 PM,13/05/2023 05:36 PM,DC46,13/05/2023 06:36 PM,13/05/2023 06:37 PM,0.34,01hr 0min,00hr 1min,00hr 1min,00hr 59min,Route Link
DL1 LS 8296,23,46,DC46,13/05/2023 06:36 PM,13/05/2023 06:37 PM,DC46,13/05/2023 06:38 PM,13/05/2023 07:21 PM,0.11,00hr 1min,00hr 1min,00hr 42min,00hr 0min,Route Link
DL1 LS 8296,24,46,DC46,13/05/2023 06:38 PM,13/05/2023 07:21 PM,DC46,13/05/2023 08:35 PM,13/05/2023 08:36 PM,8.32,01hr 14min,00hr 30min,00hr 1min,00hr 44min,Route Link
DL1 LS 8296,25,46,DC46,13/05/2023 08:35 PM,13/05/2023 08:36 PM,DC46,13/05/2023 08:40 PM,14/05/2023 10:13 AM,0.16,00hr 3min,00hr 1min,13hr 33min,00hr 2min,Route Link
DL1 LS 8296,26,46,DC46,14/05/2023 10:14 AM,14/05/2023 11:39 AM,DC46,14/05/2023 11:47 AM,14/05/2023 11:51 AM,0.49,00hr 7min,00hr 1min,00hr 4min,00hr 6min,Route Link
DL1 LS 8296,27,46,DC46,14/05/2023 11:47 AM,14/05/2023 11:51 AM,DC46,14/05/2023 01:56 PM,14/05/2023 03:33 PM,47,02hr 4min,01hr 23min,01hr 36min,00hr 41min,Route Link
DL1 LS 8296,28,46,DC46,14/05/2023 01:56 PM,14/05/2023 03:33 PM,DC46,14/05/2023 06:40 PM,14/05/2023 06:41 PM,28.9,03hr 7min,01hr 40min,00hr 0min,01hr 26min,Route Link
DL1 LS 8296,29,46,DC46,14/05/2023 06:40 PM,14/05/2023 06:41 PM,DC46,14/05/2023 06:41 PM,14/05/2023 06:42 PM,0.27,00hr 0min,00hr 0min,00hr 1min,00hr 0min,Route Link
DL1 LS 8296,30,46,DC46,14/05/2023 06:41 PM,14/05/2023 06:42 PM,DC46,14/05/2023 06:46 PM,14/05/2023 06:46 PM,0.49,00hr 3min,00hr 2min,00hr 0min,00hr 1min,Route Link
DL1 LS 8296,31,46,DC46,14/05/2023 06:47 PM,14/05/2023 09:43 PM,DC46,14/05/2023 09:43 PM,14/05/2023 09:44 PM,0.19,00hr 0min,00hr 0min,00hr 0min,00hr 0min,Route Link
DL1 LS 8296,32,46,DC46,14/05/2023 09:43 PM,14/05/2023 09:44 PM,DC46,14/05/2023 09:47 PM,14/05/2023 09:48 PM,0.23,00hr 3min,00hr 0min,00hr 0min,00hr 3min,Route Link
DL1 LS 8296,33,46,DC46,14/05/2023 09:47 PM,14/05/2023 09:48 PM,DC46,14/05/2023 09:57 PM,14/05/2023 09:58 PM,0.69,00hr 9min,00hr 2min,00hr 1min,00hr 6min,Route Link
DL1 LV 7392,1,,DC46,7/5/2023 20:17,8/5/2023 11:50,DC46,8/5/2023 11:54,8/5/2023 11:56,0.92,00hr 3min,00hr 2min,00hr 2min,00hr 1min,Route Link
DL1 LV 7392,2,,DC46,8/5/2023 11:54,8/5/2023 11:56,DC46,8/5/2023 18:52,9/5/2023 9:48,3.39,06hr 56min,00hr 8min,14hr 55min,06hr 48min,Route Link
DL1 LV 7392,3,,DC46,8/5/2023 18:52,9/5/2023 9:48,DC46,9/5/2023 9:57,9/5/2023 10:03,0.78,00hr 9min,00hr 2min,00hr 6min,00hr 7min,Route Link
DL1 LV 7392,4,,DC46,9/5/2023 9:57,9/5/2023 10:03,DC46,9/5/2023 16:50,9/5/2023 17:09,109.7,06hr 46min,03hr 50min,00hr 19min,02hr 56min,Route Link
DL1 LV 7392,5,,DC46,9/5/2023 16:50,9/5/2023 17:09,DC46,9/5/2023 22:37,10/5/2023 9:09,22.86,05hr 27min,01hr 0min,10hr 31min,04hr 27min,Route Link
DL1 LV 7392,6,,DC46,9/5/2023 22:37,10/5/2023 9:09,DC46,10/5/2023 11:07,10/5/2023 13:30,32.75,01hr 58min,01hr 9min,02hr 23min,00hr 49min,Route Link
DL1 LV 7392,7,,DC46,10/5/2023 11:07,10/5/2023 13:30,DC46,10/5/2023 17:58,10/5/2023 18:41,21.77,04hr 27min,01hr 6min,00hr 42min,03hr 21min,Route Link
DL1 LV 7392,8,,DC46,10/5/2023 17:58,10/5/2023 18:41,DC46,10/5/2023 18:41,11/5/2023 10:02,0.17,00hr 0min,00hr 0min,15hr 20min,00hr 0min,Route Link
DL1 LV 7392,9,,DC46,10/5/2023 18:41,11/5/2023 10:02,DC46,11/5/2023 10:14,11/5/2023 10:16,0.61,00hr 11min,00hr 1min,00hr 2min,00hr 10min,Route Link
DL1 LV 7392,10,,DC46,11/5/2023 10:14,11/5/2023 10:16,DC46,11/5/2023 10:24,11/5/2023 10:25,0.11,00hr 7min,00hr 0min,00hr 1min,00hr 7min,Route Link
DL1 LV 7392,11,,DC46,11/5/2023 10:24,11/5/2023 10:25,DC46,11/5/2023 14:16,11/5/2023 16:17,41.72,03hr 51min,01hr 29min,02hr 0min,02hr 21min,Route Link
DL1 LV 7392,12,,DC46,11/5/2023 14:16,11/5/2023 16:17,DC46,11/5/2023 22:34,12/5/2023 11:11,76.18,06hr 17min,02hr 39min,12hr 37min,03hr 38min,Route Link
DL1 LV 7392,13,,DC46,11/5/2023 22:34,12/5/2023 11:11,DC46,12/5/2023 11:33,12/5/2023 11:51,0.86,00hr 22min,00hr 2min,00hr 17min,00hr 20min,Route Link
DL1 LV 7392,14,,DC46,12/5/2023 11:33,12/5/2023 11:51,DC46,12/5/2023 11:51,12/5/2023 11:52,0.26,00hr 0min,00hr 0min,00hr 1min,00hr 0min,Route Link
DL1 LV 7392,15,,DC46,12/5/2023 11:51,12/5/2023 11:52,DC46,12/5/2023 12:55,12/5/2023 14:42,9.02,01hr 2min,00hr 29min,01hr 47min,00hr 33min,Route Link
DL1 LV 7392,16,,DC46,12/5/2023 12:55,12/5/2023 14:42,DC46,12/5/2023 14:42,12/5/2023 14:43,0.26,00hr 0min,00hr 0min,00hr 0min,00hr 0min,Route Link
DL1 LV 7392,17,,DC46,12/5/2023 14:42,12/5/2023 14:43,DC46,12/5/2023 14:52,12/5/2023 14:53,0.16,00hr 9min,00hr 0min,00hr 0min,00hr 8min,Route Link
DL1 LV 7392,18,,DC46,12/5/2023 14:53,12/5/2023 15:20,DC46,12/5/2023 16:55,12/5/2023 16:57,8.38,01hr 35min,00hr 28min,00hr 2min,01hr 7min,Route Link
DL1 LV 7392,19,,DC46,12/5/2023 16:55,12/5/2023 16:57,DC46,12/5/2023 17:57,12/5/2023 18:58,0.32,01hr 0min,00hr 1min,01hr 0min,00hr 59min,Route Link
DL1 LV 7392,20,,DC46,12/5/2023 17:57,12/5/2023 18:58,DC46,12/5/2023 18:58,12/5/2023 18:59,0.22,00hr 0min,00hr 0min,00hr 1min,00hr 0min,Route Link
DL1 LV 7392,21,,DC46,12/5/2023 18:58,12/5/2023 18:59,DC46,12/5/2023 19:11,12/5/2023 19:39,0.43,00hr 11min,00hr 1min,00hr 28min,00hr 10min,Route Link
DL1 LV 7392,22,,DC46,12/5/2023 19:11,12/5/2023 19:39,DC46,12/5/2023 20:33,13/05/2023 12:37 PM,0.25,00hr 53min,00hr 1min,16hr 3min,00hr 51min,Route Link
DL1 LV 7392,23,,DC46,12/5/2023 20:33,13/05/2023 12:37 PM,DC46,13/05/2023 12:57 PM,13/05/2023 12:59 PM,1.46,00hr 20min,00hr 4min,00hr 2min,00hr 15min,Route Link
DL1 LV 7392,24,,DC46,13/05/2023 12:57 PM,13/05/2023 12:59 PM,DC46,13/05/2023 04:25 PM,13/05/2023 05:49 PM,43.38,03hr 26min,01hr 21min,01hr 24min,02hr 5min,Route Link
DL1 LV 7392,25,,DC46,13/05/2023 04:25 PM,13/05/2023 05:49 PM,DC46,13/05/2023 05:51 PM,13/05/2023 05:52 PM,0.14,00hr 1min,00hr 1min,00hr 1min,00hr 0min,Route Link
DL1 LV 7392,26,,DC46,13/05/2023 05:52 PM,13/05/2023 05:57 PM,DC46,13/05/2023 06:14 PM,13/05/2023 06:16 PM,1.1,00hr 17min,00hr 5min,00hr 2min,00hr 12min,Route Link
DL1 LV 7392,27,,DC46,13/05/2023 06:14 PM,13/05/2023 06:16 PM,DC46,13/05/2023 10:21 PM,14/05/2023 08:24 AM,74.09,04hr 4min,02hr 20min,10hr 3min,01hr 44min,Route Link
DL1 LV 7392,28,,DC46,13/05/2023 10:21 PM,14/05/2023 08:24 AM,DC46,14/05/2023 08:36 AM,14/05/2023 08:37 AM,0.67,00hr 11min,00hr 1min,00hr 1min,00hr 9min,Route Link
DL1 LV 7392,29,,DC46,14/05/2023 08:36 AM,14/05/2023 08:37 AM,DC46,14/05/2023 08:37 AM,14/05/2023 08:38 AM,0.28,00hr 0min,00hr 0min,00hr 0min,00hr 0min,Route Link
DL1 LV 7392,30,,DC46,14/05/2023 08:37 AM,14/05/2023 08:38 AM,DC46,14/05/2023 10:21 AM,14/05/2023 12:24 PM,49.1,01hr 42min,01hr 19min,02hr 3min,00hr 23min,Route Link
DL1 LV 7392,31,,DC46,14/05/2023 10:21 AM,14/05/2023 12:24 PM,DC46,14/05/2023 05:50 PM,14/05/2023 06:02 PM,91.62,05hr 25min,02hr 50min,00hr 12min,02hr 35min,Route Link
DL1 LV 7392,32,,DC46,14/05/2023 05:50 PM,14/05/2023 06:02 PM,DC46,14/05/2023 06:16 PM,14/05/2023 06:18 PM,0.37,00hr 14min,00hr 1min,00hr 1min,00hr 12min,Route Link
DL1 LV 7392,33,,DC46,14/05/2023 06:16 PM,14/05/2023 06:18 PM,DC46,14/05/2023 09:26 PM,15/05/2023 05:27 AM,0.15,03hr 8min,00hr 0min,08hr 0min,03hr 8min,Route Link
DL1 LY 7320,1,46,DC46,7/5/2023 18:05,8/5/2023 11:33,DC46,8/5/2023 11:46,8/5/2023 11:54,0.64,00hr 12min,00hr 1min,00hr 7min,00hr 11min,Route Link
DL1 LY 7320,2,46,DC46,8/5/2023 11:46,8/5/2023 11:54,DC46,8/5/2023 18:15,8/5/2023 18:15,109.96,06hr 21min,04hr 0min,00hr 0min,02hr 21min,Route Link
DL1 LY 7320,3,46,DC46,8/5/2023 18:16,9/5/2023 10:12,DC46,9/5/2023 10:24,9/5/2023 11:38,0.59,00hr 12min,00hr 1min,01hr 13min,00hr 10min,Route Link
DL1 LY 7320,4,46,DC46,9/5/2023 10:24,9/5/2023 11:38,DC46,9/5/2023 13:25,9/5/2023 13:26,23.41,01hr 47min,00hr 56min,00hr 0min,00hr 51min,Route Link
DL1 LY 7320,5,46,DC46,9/5/2023 13:26,9/5/2023 13:57,DC46,9/5/2023 20:07,10/5/2023 10:26,124.13,06hr 10min,03hr 25min,14hr 19min,02hr 44min,Route Link
DL1 LY 7320,6,46,DC46,9/5/2023 20:07,10/5/2023 10:26,DC46,10/5/2023 10:37,10/5/2023 13:54,0.73,00hr 11min,00hr 1min,03hr 16min,00hr 9min,Route Link
DL1 LY 7320,7,46,DC46,10/5/2023 10:37,10/5/2023 13:54,DC46,10/5/2023 18:07,10/5/2023 18:08,65.26,04hr 13min,02hr 33min,00hr 1min,01hr 39min,Route Link
DL1 LY 7320,8,46,DC46,10/5/2023 18:09,10/5/2023 18:10,DC46,10/5/2023 18:20,10/5/2023 18:21,2.16,00hr 9min,00hr 4min,00hr 1min,00hr 5min,Route Link
DL1 LY 7320,9,46,DC46,10/5/2023 18:20,10/5/2023 18:21,DC46,10/5/2023 18:26,11/5/2023 10:12,0.13,00hr 5min,00hr 1min,15hr 45min,00hr 4min,Route Link
DL1 LY 7320,10,46,DC46,10/5/2023 18:26,11/5/2023 10:12,DC46,11/5/2023 10:20,11/5/2023 11:23,0.66,00hr 8min,00hr 1min,01hr 2min,00hr 7min,Route Link
DL1 LY 7320,11,46,DC46,11/5/2023 10:20,11/5/2023 11:23,DC46,11/5/2023 12:42,11/5/2023 14:07,12.57,01hr 18min,00hr 37min,01hr 25min,00hr 41min,Route Link
DL1 LY 7320,12,46,DC46,11/5/2023 12:42,11/5/2023 14:07,DC46,11/5/2023 18:59,11/5/2023 18:59,63.96,04hr 51min,02hr 14min,00hr 0min,02hr 37min,Route Link
DL1 LY 7320,13,46,DC46,11/5/2023 18:59,11/5/2023 18:59,DC46,11/5/2023 19:00,12/5/2023 11:24,0.13,00hr 1min,00hr 1min,16hr 23min,00hr 0min,Route Link
DL1 LY 7320,14,46,DC46,11/5/2023 19:00,12/5/2023 11:24,DC46,12/5/2023 11:36,12/5/2023 11:37,0.56,00hr 12min,00hr 1min,00hr 1min,00hr 11min,Route Link
DL1 LY 7320,15,46,DC46,12/5/2023 11:36,12/5/2023 11:37,DC46,12/5/2023 11:38,12/5/2023 11:38,0.22,00hr 0min,00hr 0min,00hr 0min,00hr 0min,Route Link
DL1 LY 7320,16,46,DC46,12/5/2023 11:38,12/5/2023 11:38,DC46,12/5/2023 13:57,12/5/2023 20:05,36.42,02hr 18min,01hr 24min,06hr 7min,00hr 54min,Route Link
DL1 LY 7320,17,46,DC46,12/5/2023 13:57,12/5/2023 20:05,DC46,13/05/2023 10:03 AM,13/05/2023 10:22 AM,23.96,13hr 58min,01hr 24min,00hr 19min,12hr 33min,Route Link
DL1 LY 7320,18,46,DC46,13/05/2023 10:03 AM,13/05/2023 10:22 AM,DC46,13/05/2023 10:31 AM,13/05/2023 01:23 PM,0.55,00hr 8min,00hr 1min,02hr 51min,00hr 7min,Route Link
DL1 LY 7320,19,46,DC46,13/05/2023 10:31 AM,13/05/2023 01:23 PM,DC46,13/05/2023 03:31 PM,13/05/2023 05:27 PM,28.49,02hr 8min,01hr 1min,01hr 56min,01hr 7min,Route Link
DL1 LY 7320,20,46,DC46,13/05/2023 03:31 PM,13/05/2023 05:27 PM,DC46,13/05/2023 08:15 PM,14/05/2023 10:31 AM,20.33,02hr 47min,01hr 4min,14hr 15min,01hr 43min,Route Link
DL1 LY 7320,21,46,DC46,13/05/2023 08:15 PM,14/05/2023 10:31 AM,DC46,14/05/2023 10:48 AM,14/05/2023 11:38 AM,0.41,00hr 16min,00hr 1min,00hr 49min,00hr 15min,Route Link
DL1 LY 7320,22,46,DC46,14/05/2023 10:48 AM,14/05/2023 11:38 AM,DC46,14/05/2023 12:26 PM,14/05/2023 12:28 PM,10.31,00hr 47min,00hr 30min,00hr 2min,00hr 17min,Route Link
DL1 LY 7320,23,46,DC46,14/05/2023 12:26 PM,14/05/2023 12:28 PM,DC46,14/05/2023 12:43 PM,14/05/2023 02:37 PM,0.88,00hr 15min,00hr 2min,01hr 54min,00hr 12min,Route Link
DL1 LY 7320,24,46,DC46,14/05/2023 12:43 PM,14/05/2023 02:37 PM,DC46,14/05/2023 05:38 PM,14/05/2023 05:39 PM,67.09,03hr 1min,01hr 57min,00hr 0min,01hr 3min,Route Link
DL1 LY 7320,25,46,DC46,14/05/2023 05:38 PM,14/05/2023 05:39 PM,DC46,14/05/2023 05:48 PM,14/05/2023 05:51 PM,0.13,00hr 9min,00hr 0min,00hr 3min,00hr 8min,Route Link
DL1 LY 7320,26,46,DC46,14/05/2023 05:48 PM,14/05/2023 05:51 PM,DC46,14/05/2023 05:52 PM,14/05/2023 05:53 PM,0.2,00hr 1min,00hr 0min,00hr 0min,00hr 0min,Route Link
DL1 LY 7599,1,46,DC46,8/5/2023 8:58,8/5/2023 13:43,DC54,8/5/2023 14:14,8/5/2023 14:15,18.71,00hr 31min,00hr 30min,00hr 0min,00hr 1min,Route Link
DL1 LY 7599,2,46,DC54,8/5/2023 14:14,8/5/2023 14:15,DC46,9/5/2023 9:02,9/5/2023 10:51,45.13,18hr 47min,01hr 39min,01hr 49min,17hr 8min,Route Link
DL1 LY 7599,3,46,DC46,9/5/2023 9:02,9/5/2023 10:51,DC46,9/5/2023 11:14,9/5/2023 11:15,1.51,00hr 22min,00hr 6min,00hr 1min,00hr 16min,Route Link
DL1 LY 7599,4,46,DC46,9/5/2023 11:14,9/5/2023 11:15,DC46,10/5/2023 9:33,10/5/2023 11:51,104.55,22hr 18min,03hr 44min,02hr 17min,18hr 34min,Route Link
DL1 LY 7599,5,46,DC46,10/5/2023 9:33,10/5/2023 11:51,DC46,10/5/2023 19:42,10/5/2023 19:43,100.87,07hr 51min,03hr 17min,00hr 0min,04hr 34min,Route Link
DL1 LY 7599,6,46,DC46,10/5/2023 19:44,10/5/2023 20:21,DC46,11/5/2023 8:58,11/5/2023 12:34,5.89,12hr 37min,00hr 19min,03hr 36min,12hr 18min,Route Link
DL1 LY 7599,7,46,DC46,11/5/2023 8:58,11/5/2023 12:34,DC46,11/5/2023 12:35,11/5/2023 12:37,0.17,00hr 0min,00hr 0min,00hr 2min,00hr 0min,Route Link
DL1 LY 7599,8,46,DC46,11/5/2023 12:35,11/5/2023 12:37,DC46,12/5/2023 9:15,12/5/2023 12:48,138.36,20hr 38min,04hr 17min,03hr 32min,16hr 20min,Route Link
DL1 LY 7599,9,46,DC46,12/5/2023 9:15,12/5/2023 12:48,DC46,13/05/2023 11:31 AM,13/05/2023 03:05 PM,95.72,22hr 43min,03hr 30min,03hr 33min,19hr 13min,Route Link
DL1 LY 7599,10,46,DC46,13/05/2023 11:31 AM,13/05/2023 03:05 PM,DC46,14/05/2023 09:17 AM,14/05/2023 01:28 PM,120.57,18hr 11min,03hr 36min,04hr 11min,14hr 35min,Route Link
DL1 LY 7599,11,46,DC46,14/05/2023 09:17 AM,14/05/2023 01:28 PM,DC46,14/05/2023 01:29 PM,14/05/2023 01:30 PM,0.21,00hr 0min,00hr 0min,00hr 1min,00hr 0min,Route Link
DL1 LY 7599,12,46,DC46,14/05/2023 01:29 PM,14/05/2023 01:30 PM,DC46,14/05/2023 02:52 PM,14/05/2023 03:08 PM,20.32,01hr 21min,00hr 46min,00hr 16min,00hr 34min,Route Link
